learning epoch:  1 ...
preds:  ['Expansion. Conjunction', 'Expansion.Conjunction', 'Temporal.Automotive.', 'Expansion.Conjunction.', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.level', 'Temporal.Acrometer Temporal.Anagramometer Temporal.Acrometer Temporal', 'Exxon-Level Expansion.Level', 'Expansion.Level', 'Temporary.Assile.', 'Expansion.Conjunction.', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.level', 'Expansion.Constant.Constant.Constant.Constant.Constant.']  | target:  ['Expansion.Conjunction', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Temporal.Asynchronous', 'Expansion.Level', 'Expansion.Level', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction']
preds:  ['Expansion.Level.', 'Expansion.Conjunction Expansion.Conjunction', 'Contour.Cause.', 'Comparison.Contribution.Company.Company.Company.Company.compan', 'Contency.Cause', 'Expansion. Conjunction', 'Temporal.Asynchronous.', 'Contingency.', 'Expansion.Conjunction.', 'Exposition.Conjunction.', 'Expansion.Level.', 'Expansion.Conjunction', 'Expansion.Conjunction.', 'Expansion.Consequencing.', 'Expansion.Level', 'Expansion.Conjunction']  | target:  ['Expansion.Level', 'Expansion.Conjunction', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction']
preds:  ['Expansion. Level.', 'Temporal.Synchronous', 'Expansion.Level.Level', 'Comparison.Contribution.Contribution.Contribution.Contribution.Contribution.Contribu', 'Expansion.', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Temporal. Synchronous.', 'Expansion.Conversation.Conversation.Conversation.Conversation.Conversation.', 'Temporal.Synchronous', 'Expansion.Conjunction.', 'synchronous', 'Concessions are a form of re-emergency in the form of re-emer', 'Contingency.Cause', 'Contingency.Conditioning.Convention. Contingency.Conditionment.', 'Expansion. Level']  | target:  ['Expansion.Level', 'Temporal.Synchronous', 'Expansion.Level', 'Comparison.Concession', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Level']
preds:  ['Comparison. Concession', 'Comparison.Construction.com Comparison.Construction.com Comparison.Construction.com', 'a sloppily slopily slopily slopily slopily ', 'Expansion.', 'Glucose Glucose Glucose Glucose Glucos', 'Contingency.Cause.', 'Expansion.Conjunction', 'Expansion.Instantiation', 'Expansion.', 'Expansion.Conjunction.Compansion.Compansion.Compansion.Compansion.', 'Expansion.Level.', 'Expansion. Level: Expansion.', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.', 'Temporal. Synchronous.']  | target:  ['Comparison.Concession', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Level', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Instantiation', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Level', 'Temporal.Synchronous']
preds:  ['Expansion.Conjunction', 'Contingency.Cause', 'Contingency.', 'Expansion.', 'Expansion.Conjunction.', 'Levels of Expany.Levels of Expansion.Levels of Expansion.Levels of', 'Expansion. Conjunction', 'Expansion. Level Expansion. Level Expansion. Level Expansion. Level Expansion.', 'Expansion. Level', 'Temporal.Assignment.Assignment.', 'Expansion.Conjunction.', 'Expansion. Level.', 'Expansion.', 'Temporal. Asynchronous', 'Expansion.Conjunction', 'Comparison.Constitution.Constitution. Comparison.Concession.Constitution.Constitution. Comparison.Constitution.']  | target:  ['Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Purpose', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Comparison.Concession']
preds:  ['Expansion. Conjunction.', 'Content. Contingency. Factor. Factor. Factor. Factor. Factor. Factor.', 'Expansion. Level', 'Expansion.Conjunction.', 'Expansion.Construction.Construction.Construction.Construction.Construction.', 'Temporal.Asynchronous', 'Expansion.Level Expansion.Level', 'Expansion.', 'Comparison. Comparison. Concession.', 'Expansion.Conjunction', 'Temporal.Astrial.Astrial.', 'Expansion.Level', 'Expansion.Level', 'Expansion. Level.', 'Expansion.Level', 'Temporal. Synchronous']  | target:  ['Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.Level', 'Expansion.Level', 'Comparison.Concession', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Temporal.Synchronous']
preds:  ['Contaency.', 'Expansion.', 'Expansion. Conjunction', 'Temporal. Synchronous', 'Expansion.', 'Temporal.Asphalial.Asphalial.Asphalial.Asphal', '           ', 'Expansion.Conjunction', 'Comparison. Conventional. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison', 'Temporal. Synchronous.', 'Expansion.', '           ', 'Expansion.Conjunction.', 'Comparison.', 'Expansion.Conjunction.', 'Expansion.Level']  | target:  ['Contingency.Purpose', 'Expansion.Level', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Expansion.Instantiation', 'Temporal.Asynchronous', 'Contingency.Cause', 'Expansion.Conjunction', 'Comparison.Concession', 'Temporal.Synchronous', 'Expansion.Level', 'Comparison.Concession', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Conjunction', 'Expansion.Level']
preds:  ['Contingency.Cause', 'Expansion.Constitution', 'Expansion.', 'Temporal. Synchronous', 'Expansion.Disjunction', 'Expansion.', 'Expansion. Level', 'Expansion.Level.', 'Expansion.', 'Expansion.Level', 'Contingency.Purpose.Purpency.Purpose.', 'Contingency.Purps', 'Temporal', 'Temporal.Asynchronous.Assignment.Assignment.Assignment.Assign', 'Comparison.Contribution Comparison.Contribution Comparison.Contribution Comparison.Contribution Comparison.Contribu', 'Expansion.. Level.']  | target:  ['Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Expansion.Disjunction', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Contingency.Purpose', 'Contingency.Purpose', 'Temporal.Synchronous', 'Temporal.Asynchronous', 'Comparison.Concession', 'Expansion.Level']
preds:  ['Expansion. Level', 'Comparison.com.com. Comparison.com.com. Comparison.com.com.com. Comparison.com.', 'Temporal.Synchronous', 'Expansion.Level', 'Contingency.Cause.Cause', 'Expansion.Conjunction', 'Expansion. Conjunction.', 'Comparison.', 'Expansion. Equivalence', 'Comparison. Color', 'Expansion.Level: Expansion.Level: Expansion.Level: Expansion.Level:', 'Dimensions. Level: Levels: Levels: Levels: Levels: Levels: Levels: Level', 'Expansion.level', 'Expansion.', 'Temporal.Synched', 'Contingency.Condition']  | target:  ['Expansion.Level', 'Comparison.Contrast', 'Temporal.Synchronous', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Equivalence', 'Comparison.Contrast', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Temporal.Synchronous', 'Contingency.Condition']
preds:  ['Expansion. Level.', 'Contingency. Contingency.', 'Comparison  Convention', 'Expansion.Conjunction', 'Contingency.', 'Expansion.Convention.', 'Expansion.level', 'Expansion. Level: Expansion. Level: Expansion. Level: Expansion. Level:', 'reconciliation', 'Expansion.Level', 'Expansion.Construction.Construction.Construction.Construction.Construction.', 'Temporal.Synchronous', 'Expansion.Level.', 'Expansion.Conjunction.', 'Contingency. Purpose', 'Temporal.Synchronous']  | target:  ['Expansion.Level', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Conjunction', 'Contingency.Condition', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Comparison.Concession', 'Expansion.Level', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Expansion.Level', 'Expansion.Conjunction', 'Contingency.Purpose', 'Temporal.Synchronous']
preds:  ['Expansion.', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.', 'Expansion. Level: 1. Level: 1. Level: 1. Level: 1. Level: 1. Level: 1. Level:', 'Expansion.', 'Manner Exposition. Manner. Expansion. Mander. Mander. Expansion', 'Comparison. Concession', 'Temporal.Asynchronous.', 'Contingency.Purpose.', 'Expansion. Level: Expansion. Level: Expansion. Level: Expansion. Level:', '           ', 'Expansion.Level', 'Expansion.Conjunction.', 'Contingency.Cause', 'Expansion.level']  | target:  ['Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Purpose', 'Expansion.Level', 'Expansion.Level', 'Expansion.Manner', 'Comparison.Concession', 'Temporal.Asynchronous', 'Contingency.Purpose', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Level']
preds:  ['Expansion. Level.', 'Expansion.Manner', 'Comparison.Contribulation.comelation.com - Comparison.com', 'Expansion. Substitution', 'Comparison.Convention.Concession.Contribution.Convention.Convention.Convention.Convention.', 'Temporal.Asynchronous', 'Contingency.Condition', 'Containance.Cause', 'Expansion.Level.', 'Expansion. Level', 'Expansion.', 'Contingency.', 'Contingency.Cause', 'Contingency.', 'Expansion.Conjunction.', 'Expansion.Conjunction']  | target:  ['Expansion.Level', 'Expansion.Manner', 'Comparison.Concession', 'Expansion.Substitution', 'Comparison.Concession', 'Temporal.Asynchronous', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Conjunction', 'Expansion.Conjunction']
preds:  ['Expansion.Level Expansion.Level Expansion.Level Expansion.Level Expansion.', 'Expansion.', 'Contingency. Cause', 'Temporal.Synchronous', 'Contingency.Construction.Construction.Construction.Construction.Construction.', 'Contingency.Cause', 'Expansion. Level.', 'Expansion.Level', 'Expansion. Confusion. Confusion.', 'Expansion.Construction.Construction.Construction.Construction.Construction.', 'Expansion.', 'Contingency.', 'Temporal.Arromagnetic.', 'Expansion.Conjunction.Conjunction.', 'Constionacy.Conditions.com/Conditions.com/Conditions.com/Condition', 'Expansion. Confusion.']  | target:  ['Expansion.Level', 'Expansion.Level', 'Contingency.Cause', 'Temporal.Synchronous', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Condition', 'Expansion.Conjunction']
preds:  ['Expansion.Level', 'Comparison.', 'Exassion..-Level Exasion..-Level Exassion..-Level', 'Expansion.Conjunction.', 'Expansion. Level: Expansion. Level: Expansion. Levels: Expansion. Level', 'Consciousness.', 'Temporal. Asynchronous.', 'Expansion.level', 'Expansion. Level: Expansion. Level: Expansion. Level: Expansion. Level:', 'Expansion.', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion. Conjunction', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction']  | target:  ['Expansion.Level', 'Comparison.Concession', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction']
preds:  ['Expansion. Level', 'Comparison of the comparison of the same and the same compared to the same compared to the same compared to the', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.level.', 'Expansion. Level.', 'QAP is a Pakistani television channel based in Pakistan. QAP is a Pakistani television channel ', 'Expansion.Level.', 'Contingency. Purpose', 'Expansion.Conversation.Conversation.Conversation.Conversation.Conversation.', 'Expansion.', 'Expansion.Conjunction', 'level Expansion.Level Expansion.Level', 'Expansion.Conjunction', 'Comparison.', 'Contingency.']  | target:  ['Expansion.Level', 'Comparison.Concession', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'QAP', 'Expansion.Level', 'Contingency.Purpose', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Cause']
preds:  ['Expansion.Level', 'Contingency.Condition', 'Exversion.Consecration.', 'Consistency.Cause', 'Comparison.', 'Expansion.', 'Expansion.Conjunction.', 'Expansion.level.', 'Expansion.', 'Expansion.', 'Expansion.Level', 'QAP QAP', 'Expansion. Conjunction', 'Expansion', 'Expansion. Level: Expansion. Level: Expansion. Level: Expansion. Level:', 'Contingency.']  | target:  ['Expansion.Level', 'Contingency.Condition', 'Expansion.Conjunction', 'Contingency.Cause', 'Comparison.Contrast', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'QAP', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Contingency.Cause']
preds:  ['Explanation.Contribution.', 'Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison.', 'Comparison.', 'Concession is a dispute between the two countries.', 'Expansion.Level', 'comparison.similarity.', 'Expansion.Conjunction', 'Expansion.', 'Expansion.', 'Expansion.level', 'Expansion.Conjunction', 'Compare.Contr. Comparison.Contr. Comparison.Contr. Comparison.Contr.', 'Expansion. Confusion', 'Expansion.Conjunction', 'Expansion. Conjunction', 'Expansion.Conjunction Expansion. Expansion.Conjunction Expansion']  | target:  ['Expansion.Conjunction', 'Comparison.Concession', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Level', 'Comparison.Similarity', 'Expansion.Conjunction', 'Expansion.Substitution', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Comparison.Contrast', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction']
preds:  ['1. Level 1. level 2. level.. 3. level.. 4. level.. 5. level..', 'Expansion. Disjunction.', '............ ', 'Expansion.Conjunction', 'Expansion.Level.', 'Expansion.Level Expansion.', 'Expansion.', 'Expansion.Conjunction.', 'Temporal.Synchronous', 'Expansion.Conjunction', 'Expansion. Level Expansion. Level Expansion. Level Expansion. Level Expansion.', '           ', 'Temporal. Synthylation.Synthrome.Synthylation.Sy', 'Expansion.Level', 'Expansion.Conjunction.', 'Expansion.Conversation.']  | target:  ['Expansion.Level', 'Expansion.Disjunction', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Expansion.Conjunction', 'Expansion.Level', 'Comparison.Concession', 'Temporal.Synchronous', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Conjunction']
preds:  ['Expansion. Level', 'Expansion.Conjunction', 'Contingency.Cause.Cause.Cause.Cause.Cause.', 'Contouringency.Purpose', 'Expansion.ground.', 'Expansion.Level', 'Expansion. Level', 'Expansion.Level.', 'Temporal.Synchronous', '           ', 'Expansion.Conjunction', 'Comparison.Similarity', 'Temporal.Asynchronous', 'Comparison of etiology and etiology', 'Expansion.', 'Contingency.']  | target:  ['Expansion.Level', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Purpose', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Temporal.Synchronous', 'Comparison.Concession', 'Expansion.Conjunction', 'Comparison.Similarity', 'Temporal.Asynchronous', 'Comparison.Concession', 'Expansion.Level', 'Contingency.Cause']
preds:  ['Expansion.', '           ', 'Comparison.', '. Asynchronous', 'Expansion.', 'Expansion.Conjunction', 'Expansion.Level Expansion.Level', 'Contingency.Cause.', 'Expansion.Manner', 'Expansion.Conjunction', 'Expansion.Conjunction.', 'Expansion.Secrete.Secrete.Secrete.Secrete.', 'Expansion.Manner', 'Expansion. Instantiation', 'Contingency.Cassure.Cassure.Cassure.Case.', 'Expansion.Conjunction']  | target:  ['Expansion.Level', 'Expansion.Conjunction', 'Comparison.Concession', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Manner', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Manner', 'Expansion.Instantiation', 'Contingency.Cause', 'Expansion.Conjunction']
preds:  ['Contingency. Purpose', 'Expansion.Conjunction', 'Expansion. Conjunction.', 'Expansion. Level', 'Expansion.Conjunction', 'Expansion.levels Expansion.Levels Expansion.Levels', 'contingency.Cause', 'Expansion.', 'Expansion.Conjunction', 'Contingency.', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion. Level.', 'Expansion.Level.', 'Expansion.Level', 'Comparison of a Concession, a Concession, a Concession, a Concession']  | target:  ['Contingency.Purpose', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level', 'Expansion.Conjunction', 'Expansion.Level', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Level', 'Expansion.Level', 'Expansion.Level', 'Comparison.Concession']
